episode,reward,length,time
799,13.467011,15,77.220702
800,5.720314,7,77.284028
801,8.411081,10,77.377879
802,15.187944,17,77.534888
803,11.791148,16,77.679274
804,12.261403,14,77.811414
805,12.494151,15,77.947887
806,11.663375,16,78.098689
807,4.169612,5,78.146496
808,13.261508,15,78.293192
809,13.439558,15,78.435106
810,14.245123,16,78.594729
811,12.521938,15,78.751192
812,4.066765,5,78.80036
813,13.550679,15,78.943418
814,6.252943,7,79.010302
815,11.139155,15,79.149115
816,10.586342,15,79.285768
817,11.930314,16,79.431799
818,7.583867,9,79.514846
819,4.904801,6,79.573644
820,13.66179,16,79.71756
821,14.189235,16,79.869041
822,12.889931,15,80.008189
823,12.70785,14,80.140551
824,6.621888,8,80.215291
825,11.472201,15,80.37172
826,13.789285,16,80.528376
827,12.995123,15,80.668702
828,13.344841,15,80.804613
829,6.043221,7,80.870178
830,6.024839,7,80.934431
831,7.484699,9,81.018477
832,8.425857,10,81.513329
833,4.26927,5,81.561522
834,8.096956,10,81.678123
835,13.66179,16,81.833933
836,14.402296,16,81.98214
837,10.048393,13,82.102794
838,12.522901,14,82.235765
839,11.96782,14,82.361424
840,12.836463,15,82.495496
841,11.572149,15,82.631864
842,13.550679,16,82.780586
843,9.243337,11,82.884253
844,6.528198,8,82.959367
845,7.153501,8,83.03454
846,11.71695,17,83.217375
847,12.939568,15,83.354225
848,14.050679,16,83.507508
849,13.910443,17,83.669035
850,11.048538,13,83.786999
851,13.625504,17,83.943954
852,11.693088,15,84.08853
853,14.058499,17,84.246155
854,13.68956,15,84.387901
855,14.411789,17,84.547253
856,14.328455,16,84.728353
857,9.47199,11,84.830214
858,15.134012,17,84.994781
859,12.384665,15,85.133123
860,12.91179,15,85.270229
861,14.300353,16,85.427296
862,12.162709,14,85.561054
863,12.225352,14,85.691462
864,7.368286,9,85.77749
865,13.400341,15,85.913888
866,13.467346,16,86.070332
867,11.885875,16,86.217807
868,10.252161,12,86.34719
869,6.077852,7,86.414061
870,13.947388,17,86.569851
871,11.876381,16,86.714689
872,7.384371,9,86.79873
873,9.274333,11,86.900198
874,15.189568,17,87.070929
875,11.916933,15,87.216002
876,11.552542,16,87.361977
877,12.07192,16,87.508707
878,5.722634,7,87.573793
879,4.956925,6,87.62961
880,12.938597,16,87.776094
881,10.933594,15,87.937599
882,8.896061,10,88.048249
883,11.96243,16,88.215209
884,12.856223,14,88.351392
885,10.286896,12,88.46312
886,12.300283,17,88.616117
887,13.141832,16,88.773937
888,12.055258,16,88.942989
889,11.941383,16,89.097196
890,15.243224,17,89.269543
891,4.032756,5,89.316906
892,13.61104,16,89.484398
893,13.083725,15,89.628358
894,12.513012,17,89.818608
895,10.979599,15,89.959821
896,13.106234,15,90.10364
897,10.991106,15,90.242858
898,10.878656,13,90.366879
899,6.272738,8,90.441416
900,14.078457,16,90.594166
901,13.78923,15,90.733863
902,10.614555,13,90.876978
903,13.800679,16,91.024112
904,9.277137,11,91.125376
905,8.845931,10,91.219791
906,4.187691,5,91.265687
907,13.624241,16,91.419259
908,13.484197,16,91.570331
909,13.856234,16,91.722597
910,10.676823,14,91.8537
911,8.71763,12,91.962954
912,5.025899,6,92.018074
913,7.156057,8,92.095541
914,13.88368,16,92.280653
915,14.049057,16,92.430605
916,11.990209,16,92.576753
917,10.558879,14,92.710834
918,15.013407,17,92.87527
919,11.472488,15,93.011256
920,13.550677,15,93.154446
921,15.106234,17,93.31984
922,13.206229,15,93.483977
923,13.751632,15,93.62797
924,13.039238,15,93.776329
925,13.633687,15,93.946923
926,11.111377,15,94.086447
927,9.88437,12,94.204651
928,14.189568,16,94.365635
929,10.495817,13,94.492277
930,9.04934,11,94.599588
931,13.114555,16,94.75586
932,11.996976,16,94.902641
933,11.975666,14,95.045769
934,14.159834,16,95.206278
935,10.106234,12,95.319766
936,13.944789,16,95.496275
937,11.66531,15,95.632509
938,11.551037,14,95.768312
939,9.528186,11,95.865834
940,4.0585,5,95.915218
941,12.272505,17,96.068455
942,11.018225,15,96.212239
943,12.355839,17,96.362608
944,5.086782,6,96.419842
945,11.722488,15,96.565464
946,15.16179,17,96.732585
947,7.668262,10,96.828452
948,12.521663,15,96.994663
949,12.605561,17,97.153156
950,14.937668,17,97.316168
951,9.814393,12,97.429359
952,12.003444,14,97.560876
953,13.649,16,97.714713
954,4.715933,6,97.774974
955,10.692841,13,97.905185
956,12.272505,17,98.060238
957,11.660003,14,98.201503
958,12.053359,16,98.347291
959,13.826549,15,98.511377
960,7.407264,9,98.602164
961,7.274197,9,98.688861
962,12.410829,15,98.829477
963,13.800679,15,98.976573
964,13.023887,16,99.122733
965,13.106179,15,99.26496
966,6.790399,8,99.342386
967,14.696458,16,99.50395
968,8.67531,10,99.597716
969,12.551037,15,99.741746
970,11.709714,16,99.8843
971,12.07535,15,100.046477
972,12.135867,16,100.198167
973,13.689568,16,100.368835
974,14.291183,16,100.686907
975,12.055258,16,100.840351
976,11.766364,16,100.98849
977,11.969153,16,101.133928
978,8.371798,12,101.27604
979,12.495122,14,101.409662
980,13.189568,15,102.075193
981,12.062596,16,102.224481
982,12.410829,15,102.36941
983,14.384012,17,102.544164
984,11.877474,16,102.697702
985,10.277287,12,102.815154
986,11.800595,16,102.965861
987,8.180305,10,103.058188
988,14.939568,17,103.216832
989,11.773259,14,103.372466
990,14.243501,16,103.520369
991,11.98587,16,103.667139
992,11.528165,15,103.804225
993,12.888899,15,103.948533
994,13.578457,16,104.10081
995,12.189172,17,104.255704
996,13.854565,16,104.411577
