episode,reward,length,time
821,22.224345,27,2666.47495
822,13.693573,20,2669.303224
823,33.414513,40,2674.839075
824,9.204539,12,2676.482052
825,32.356732,40,2682.090975
826,30.98154,40,2687.695909
827,27.179647,37,2692.893302
828,3.683767,5,2693.647716
829,31.506478,40,2699.290007
830,32.555486,40,2704.963906
831,21.000217,29,2708.973594
832,31.159313,40,2714.444095
833,32.602492,40,2719.985416
834,30.382896,40,2725.565856
835,27.32456,35,2730.428792
836,33.490231,40,2735.810688
837,31.492644,40,2741.213995
838,4.84522,7,2742.159537
839,31.869861,40,2747.555842
840,30.333022,40,2753.190367
841,32.004696,40,2758.649326
842,9.573438,13,2760.422998
843,11.178017,14,2762.306129
844,6.395441,8,2763.422388
845,24.734116,33,2767.878042
846,12.399221,16,2770.089599
847,31.360795,40,2775.619768
848,8.861913,12,2777.279571
849,33.866126,40,2782.789272
850,31.559319,40,2788.324345
851,15.560814,21,2791.425276
852,30.578533,40,2797.010649
853,9.827477,13,2798.78097
854,19.349102,26,2802.490186
855,31.468671,40,2808.107322
856,31.736681,40,2813.752112
857,14.133418,19,2816.502965
858,13.020629,17,2818.847078
859,31.315132,40,2824.535708
860,28.375022,36,2829.592121
861,30.181535,40,2835.191758
862,10.982084,14,2837.103318
863,33.511065,40,2842.722131
864,31.092649,40,2848.802658
865,7.505966,9,2850.061241
866,9.405774,11,2851.634792
867,21.4378,30,2855.875832
868,30.349997,40,2861.41513
869,27.760815,40,2867.23321
870,8.827481,12,2868.905672
871,15.756629,20,2871.731349
872,30.799307,40,2877.302093
873,31.332064,40,2882.954401
874,27.064224,36,2887.951711
875,8.553382,11,2889.481939
876,10.270302,14,2891.477081
877,30.554294,40,2897.218107
878,27.512068,36,2902.322879
879,30.37605,40,2907.83352
880,31.84694,40,2913.479194
881,16.958923,24,2916.858403
882,28.599474,40,2922.486734
883,8.132082,10,2923.863417
884,30.645571,40,2929.438952
885,30.737094,40,2934.89109
886,27.760815,40,2940.347765
887,32.511628,40,2945.761933
888,9.437792,11,2947.263284
889,11.901729,15,2949.293594
890,25.559661,33,2953.939129
891,32.620002,40,2959.599761
892,31.537431,40,2965.425334
893,30.177187,40,2970.993465
894,5.888809,8,2972.110209
895,30.510022,40,2977.616547
896,1.777215,3,2978.044974
897,21.914387,28,2981.893693
898,31.468665,40,2987.441345
899,1.928877,3,2987.856118
900,31.403649,40,2993.441462
901,20.240007,24,2996.852605
902,30.804559,40,3002.369916
903,20.88202,27,3006.12523
904,3.620608,5,3006.813869
905,30.53803,40,3012.294842
906,32.906953,40,3017.715767
907,27.511229,35,3022.568558
908,28.245503,38,3027.930245
909,20.954466,29,3031.941275
910,1.839988,3,3032.386611
911,31.977347,40,3037.984827
912,32.114454,40,3043.467689
913,30.845904,40,3049.043694
914,31.081771,40,3054.66254
915,30.40446,40,3060.118185
916,12.094147,15,3062.157888
917,33.600117,40,3067.757056
918,19.33801,24,3071.218625
919,29.803347,40,3076.838702
920,12.11121,15,3078.895773
921,30.223435,40,3084.405042
922,28.314866,40,3089.89255
923,3.882973,5,3090.597483
924,31.133106,40,3096.103584
925,19.305993,24,3099.424295
926,27.837941,37,3104.501404
927,11.153602,16,3106.685037
928,33.867725,40,3112.294109
929,31.508262,40,3117.777018
930,3.705875,5,3118.467321
931,28.558599,40,3123.964791
932,28.534695,40,3129.405138
933,32.241885,40,3135.257777
934,30.960795,40,3140.632925
935,31.066784,40,3146.178979
936,31.359316,40,3151.684423
937,2.861545,4,3152.219237
938,2.356221,4,3152.778399
939,5.46508,7,3153.74394
940,31.779647,40,3159.278535
941,28.754325,40,3164.735173
942,28.958121,40,3170.1811
943,13.310008,18,3172.651628
944,19.889026,28,3176.530155
945,6.977275,10,3177.902073
946,19.881591,25,3181.375384
947,29.336531,38,3186.595016
948,13.471207,18,3189.048155
949,6.604669,9,3190.294906
950,13.310685,19,3193.000683
951,14.623425,18,3195.606314
952,15.400737,21,3198.49183
953,31.358763,40,3203.969255
954,31.1584,40,3209.584056
955,11.578017,16,3211.78778
956,15.516347,21,3214.687952
957,31.06653,40,3220.220073
